ns=3;i=6039	PosIndirect
ns=8;i=6128	EURange
ns=9;i=6009	ActualPower
ns=8;i=6129	TemperatureLimit
ns=9;i=6008	EngineeringUnits
ns=8;i=6130	EURange
ns=8;i=6135	ValueAsText
ns=0;i=11093	AuditConditionShelvingEventType
ns=8;i=6136	Mode
ns=8;i=6137	EnumValues
ns=8;i=6138	ValueAsText
ns=8;i=6131	Time
ns=8;i=6132	EURange
ns=8;i=6133	Sink
ns=8;i=6134	EnumValues
ns=8;i=6139	ValueAsText
ns=8;i=6140	SetRampDown
ns=8;i=6141	EURange
ns=8;i=6146	UpperTolerance
ns=8;i=6147	EURange
ns=8;i=6148	UpperTolerance2
ns=8;i=6149	EURange
ns=8;i=6142	SetRampUp
ns=8;i=6143	EURange
ns=8;i=6144	SetValue
ns=8;i=6145	EURange
ns=8;i=6150	EngineeringUnits
ns=8;i=6151	EngineeringUnits
ns=8;i=6152	EngineeringUnits
ns=0;i=19834	PubSubDiagnosticsWriterGroupType
ns=0;i=19832	ResolvedAddress
ns=0;i=19833	DiagnosticsLevel
ns=8;i=6157	EngineeringUnits
ns=0;i=19831	LiveValues
ns=8;i=6158	EngineeringUnits
ns=8;i=6159	EngineeringUnits
ns=8;i=6153	EngineeringUnits
ns=8;i=6154	EngineeringUnits
ns=8;i=6155	EngineeringUnits
ns=8;i=6156	EngineeringUnits
ns=0;i=11166	SystemConditionClassType
ns=9;i=6041	SerialNumber
ns=9;i=6040	RevisionCounter
ns=0;i=11164	ProcessConditionClassType
ns=3;i=6839	EngineeringUnits
ns=9;i=6043	InputArguments
ns=0;i=11165	MaintenanceConditionClassType
ns=9;i=6042	LocationName
ns=3;i=6837	EngineeringUnits
ns=3;i=6838	EngineeringUnits
ns=0;i=11168	TreatUncertainAsBad
ns=3;i=6835	EngineeringUnits
ns=0;i=11169	PercentDataBad
ns=3;i=6836	EngineeringUnits
ns=3;i=6833	EngineeringUnits
ns=9;i=6049	OutputArguments
ns=3;i=6834	EngineeringUnits
ns=9;i=6048	InputArguments
ns=3;i=6831	EngineeringUnits
ns=3;i=6832	EngineeringUnits
ns=9;i=6045	UserMachineName
ns=0;i=11163	BaseConditionClassType
ns=3;i=6830	EngineeringUnits
ns=9;i=6044	TimeZoneOffset
ns=9;i=6047	StandstillReasonsLockedByMES
ns=9;i=6046	StandstillReasons
ns=0;i=8172	HistoryEventFieldList
ns=4;i=17793	DriveType
ns=9;i=6030	NamespaceUri
ns=9;i=6032	ControllerName
ns=9;i=6031	LineId
ns=3;i=6848	EngineeringUnits
ns=3;i=6849	EngineeringUnits
ns=3;i=6846	EngineeringUnits
ns=3;i=6847	EngineeringUnits
ns=3;i=6844	EngineeringUnits
ns=9;i=6038	Manufacturer
ns=0;i=11170	PercentDataGood
ns=3;i=6845	EngineeringUnits
ns=9;i=6037	HardwareRevision
ns=3;i=6842	EngineeringUnits
ns=3;i=6843	EngineeringUnits
ns=9;i=6039	Model
ns=3;i=6840	EngineeringUnits
ns=9;i=6034	SupportedLogbookEvents
ns=3;i=6841	EngineeringUnits
ns=9;i=6033	DeviceClass
ns=0;i=11171	UseSlopedExtrapolation
ns=9;i=6036	DeviceRevision
ns=0;i=11172	AggregateFunctions
ns=9;i=6035	DeviceManual
ns=0;i=11188	TreatUncertainAsBad
ns=0;i=11189	PercentDataBad
ns=0;i=19902	DiagnosticsLevel
ns=9;i=6021	EngineeringUnits
ns=0;i=11187	AggregateConfigurationType
ns=0;i=19903	PubSubDiagnosticsReaderGroupType
ns=9;i=6020	LineSpeed
ns=0;i=19900	DiagnosticsLevel
ns=0;i=19901	TimeToNextTokenID
ns=9;i=6027	OPC40084_2
ns=9;i=6026	GoodProduct
ns=3;i=6853	EngineeringUnits
ns=9;i=6029	OPC40084_2
ns=3;i=6854	HelpSource
ns=9;i=6028	NamespaceUri
ns=3;i=6851	EngineeringUnits
ns=9;i=6023	ProductWeight
ns=3;i=6852	EngineeringUnits
ns=9;i=6022	PowerConsumption
ns=9;i=6025	PowerFactor
ns=3;i=6850	EngineeringUnits
ns=9;i=6024	EngineeringUnits
ns=0;i=9482	ExclusiveLevelAlarmType
ns=0;i=11199	DeleteRawCapability
ns=0;i=11197	ReplaceDataCapability
ns=9;i=6010	EngineeringUnits
ns=0;i=11198	UpdateDataCapability
ns=0;i=11191	UseSlopedExtrapolation
ns=9;i=6016	EngineeringUnits
ns=0;i=11192	HistoryServerCapabilities
ns=9;i=6015	ActualPower
ns=9;i=6018	ActualSpecificEnergy
ns=3;i=6865	AlarmIdentifier
ns=0;i=11190	PercentDataGood
ns=9;i=6017	PowerFactor
ns=3;i=6862	AuxParameters
ns=9;i=6012	EngineeringUnits
ns=0;i=11196	InsertDataCapability
ns=9;i=6011	ActualSpecificEnergy
ns=0;i=11193	AccessHistoryDataCapability
ns=9;i=6014	EngineeringUnits
ns=9;i=6013	PowerConsumption
ns=4;i=15145	StaticNodeIdTypes
ns=9;i=6019	ActualPower
ns=9;i=6085	SetOutput
ns=9;i=6084	ParameterSetting
ns=0;i=11120	InputNode
ns=9;i=6087	Status
ns=9;i=6086	LotSize
ns=0;i=11126	LowLimit
ns=9;i=6081	ProductDescription
ns=0;i=11127	LowLowLimit
ns=9;i=6080	ProductId
ns=0;i=11124	HighHighLimit
ns=9;i=6083	Sequence
ns=0;i=11125	HighLimit
ns=9;i=6082	Strand
ns=9;i=6089	ActualLotName
ns=9;i=6088	ActualLot
ns=4;i=17756	ProductCode
ns=9;i=6090	ActualOutput
ns=9;i=6074	ClientProcessingTimeout
ns=9;i=6073	Information
ns=9;i=6076	EngineeringUnits
ns=9;i=6075	EngineeringUnits
ns=9;i=6070	EngineeringUnits
ns=9;i=6072	EngineeringUnits
ns=9;i=6071	PowerConsumption
ns=3;i=6888	EURange
ns=3;i=6889	EURange
ns=3;i=6886	EURange
ns=3;i=6887	EURange
ns=3;i=6884	EURange
ns=9;i=6078	Description
ns=3;i=6885	EURange
ns=9;i=6077	Id
ns=3;i=6882	EURange
ns=3;i=6883	EURange
ns=9;i=6079	CustomerName
ns=3;i=6881	EURange
ns=9;i=6063	EngineeringUnits
ns=9;i=6062	ActualPower
ns=9;i=6065	ActualSpecificEnergy
ns=9;i=6064	ElectricalEnergyConsumption
ns=9;i=6061	EngineeringUnits
ns=9;i=6060	GoodProduct
ns=3;i=6899	EURange
ns=3;i=6897	EURange
ns=3;i=6898	EURange
ns=3;i=6895	EURange
ns=9;i=6067	ActualSpecificEnergy
ns=3;i=6896	EURange
ns=9;i=6066	EngineeringUnits
ns=3;i=6893	EURange
ns=9;i=6069	EngineeringUnits
ns=3;i=6894	EURange
ns=9;i=6068	EngineeringUnits
ns=3;i=6891	EURange
ns=3;i=6892	EURange
ns=4;i=15114	IsNamespaceSubset
ns=3;i=6890	EURange
ns=4;i=16443	PowerTrains
ns=9;i=6052	PageDirectory
ns=9;i=6051	OutputArguments
ns=9;i=6054	Id
ns=9;i=6053	MESUrl
ns=9;i=6050	InputArguments
ns=0;i=11158	NormalState
ns=9;i=6059	NodeVersion
ns=9;i=6056	Severity
ns=9;i=6055	Message
ns=9;i=6058	LineStatus
ns=9;i=6057	InputArguments
ns=7;i=6320	AutoTuningActive
ns=7;i=6324	EURange
ns=7;i=6323	EURange
ns=7;i=6322	SetValue
ns=7;i=6321	ActualValue
ns=7;i=6328	Material
ns=7;i=6327	JobName
ns=7;i=6326	JobDescription
ns=7;i=6325	SetRampUp
ns=7;i=6329	EURange
ns=0;i=13738	InputArguments
ns=0;i=13737	UpdateCertificate
ns=0;i=13736	CertificateType
ns=0;i=13735	CertificateGroup
ns=0;i=13739	OutputArguments
ns=7;i=6313	EURange
ns=7;i=6312	Interval
ns=7;i=6311	Status
ns=7;i=6310	DeviceClass
ns=7;i=6317	Storage
ns=7;i=6316	EngineeringUnits
ns=0;i=128	Default Binary
ns=7;i=6315	EURange
ns=7;i=6314	RemainingInterval
ns=7;i=6319	AutomaticControllerMode
ns=7;i=6318	PIDParameters
ns=7;i=5010	JobInPreparation
ns=7;i=6342	UpperTolerance
ns=7;i=6341	EURange
ns=7;i=5011	ProductionDatasetInPreparationStatus
ns=7;i=6340	MaxValue
ns=0;i=80	Optional
ns=7;i=6346	UpperTolerance2
ns=7;i=5014	Default XML
ns=7;i=6345	EURange
ns=7;i=5015	Default Binary
ns=7;i=6344	LowerTolerance
ns=7;i=5012	Default Binary
ns=7;i=6343	EURange
ns=7;i=5013	Default XML
ns=7;i=5018	<TemperatureZone_Nr>
ns=7;i=6349	EURange
ns=7;i=5019	TemperatureZones
ns=0;i=83	ExposesItsArray
ns=7;i=6348	LowerTolerance2
ns=7;i=5016	User_<Nr>
ns=7;i=6347	EURange
ns=7;i=5017	Default Binary
ns=0;i=88	ObjectTypes
ns=0;i=87	Views
ns=0;i=86	Types
ns=0;i=85	Objects
ns=0;i=89	VariableTypes
ns=9;i=6096	JobId
ns=0;i=11111	FalseState
ns=0;i=11112	ConditionClassId
ns=9;i=6095	JobGroupId
ns=9;i=6098	ActiveStatus
ns=9;i=6097	LastStatus
ns=0;i=11110	TrueState
ns=9;i=6092	ActualBadOutput
ns=9;i=6091	ActualGoodOutput
ns=0;i=11113	ConditionClassName
ns=9;i=6094	ActualOutputRate
ns=9;i=6093	ActualSampleOutput
ns=7;i=6331	EngineeringUnits
ns=7;i=6330	EngineeringUnits
ns=0;i=91	ReferenceTypes
ns=7;i=6335	SetRampDown
ns=7;i=5003	Default Binary
ns=0;i=90	DataTypes
ns=9;i=6099	JobGroupId
ns=7;i=6334	EngineeringUnits
ns=7;i=5004	Default Binary
ns=7;i=6333	ProductName
ns=7;i=6332	ProductDescription
ns=7;i=6339	EURange
ns=7;i=5007	ProductionDatasetLists
ns=0;i=95	AccessRestrictionType
ns=7;i=6338	MinValue
ns=7;i=5008	ProductionDatasetTransfer
ns=0;i=94	PermissionType
ns=7;i=6337	EngineeringUnits
ns=0;i=93	OPC Binary
ns=7;i=5005	Default Binary
ns=7;i=6336	EURange
ns=0;i=92	XML Schema
ns=7;i=5006	Default XML
ns=0;i=99	StructureDefinition
ns=0;i=98	StructureType
ns=0;i=97	DataTypeDefinition
ns=7;i=5009	Default XML
ns=0;i=96	RolePermissionType
ns=0;i=101	StructureField
ns=0;i=100	EnumDefinition
ns=0;i=9465	TransitionTime
ns=0;i=102	EnumField
ns=0;i=105	DictionaryFragment
ns=0;i=104	DataTypeVersion
ns=0;i=62	BaseVariableType
ns=0;i=61	FolderType
ns=0;i=9461	LastTransition
ns=0;i=9462	Id
ns=0;i=63	BaseDataVariableType
ns=4;i=15173	StaticNumericNodeIdRange
ns=0;i=69	DataTypeDescriptionType
ns=0;i=68	PropertyType
ns=0;i=9457	Id
ns=0;i=9455	LimitState
ns=0;i=9456	CurrentState
ns=0;i=72	DataTypeDictionaryType
ns=0;i=77	ModellingRuleType
ns=0;i=76	DataTypeEncodingType
ns=0;i=75	DataTypeSystemType
ns=0;i=78	Mandatory
ns=3;i=6816	CmdOperationMode
ns=0;i=121	Default Binary
ns=0;i=120	NamingRuleType
ns=0;i=123	Default Binary
ns=0;i=122	Default Binary
ns=0;i=125	Default Binary
ns=7;i=6302	ParameterSettingType
ns=0;i=124	Default Binary
ns=7;i=6301	ConfigurationParameterType
ns=7;i=6300	ProductionDatasetName
ns=0;i=127	Default Binary
ns=0;i=126	Default Binary
ns=0;i=40	HasTypeDefinition
ns=7;i=6306	NodeVersion
ns=7;i=6305	Id
ns=7;i=6304	Name
ns=7;i=6303	ParameterSettingType
ns=7;i=6309	HelpText
ns=7;i=6308	EngineeringUnits
ns=0;i=41	GeneratesEvent
ns=7;i=6307	InputArguments
ns=0;i=47	HasComponent
ns=4;i=15196	Deprecated
ns=0;i=46	HasProperty
ns=0;i=45	HasSubtype
ns=3;i=6829	EngineeringUnits
ns=0;i=111	NamingRule
ns=0;i=51	FromState
ns=0;i=107	NamespaceUri
ns=0;i=106	DataTypeVersion
ns=0;i=50	Decimal
ns=0;i=54	HasEffect
ns=0;i=53	HasCause
ns=0;i=52	ToState
ns=0;i=58	BaseObjectType
ns=0;i=3169	AddReferencesCount
ns=0;i=3162	ModifySubscriptionCount
ns=0;i=17387	InputArguments
ns=0;i=16056	PubSubGroupDataType
ns=0;i=3161	CreateSubscriptionCount
ns=0;i=17386	CreateTargetVariables
ns=0;i=3164	PublishCount
ns=0;i=17389	CreateDataSetMirror
ns=0;i=3163	SetPublishingModeCount
ns=0;i=17388	OutputArguments
ns=0;i=3166	TransferSubscriptionsCount
ns=0;i=3165	RepublishCount
ns=0;i=3168	AddNodesCount
ns=0;i=3167	DeleteSubscriptionsCount
ns=0;i=16053	DataSetWriterMessageDataType
ns=0;i=16050	DataSetWriterTransportDataType
ns=0;i=22	Structure
ns=0;i=21	LocalizedText
ns=0;i=3160	DeleteMonitoredItemsCount
ns=0;i=20	QualifiedName
ns=0;i=26	Number
ns=0;i=25	DiagnosticInfo
ns=0;i=24	BaseDataType
ns=0;i=23	DataValue
ns=0;i=29	Enumeration
ns=0;i=28	UInteger
ns=0;i=27	Integer
ns=0;i=3159	SetTriggeringCount
ns=0;i=3158	SetMonitoringModeCount
ns=0;i=3151	ReadCount
ns=0;i=3153	WriteCount
ns=0;i=3152	HistoryReadCount
ns=0;i=16068	PubSubConnectionDataType
ns=0;i=3155	CallCount
ns=0;i=3154	HistoryUpdateCount
ns=0;i=16062	WriterGroupTransportDataType
ns=0;i=3157	ModifyMonitoredItemsCount
ns=0;i=16065	WriterGroupMessageDataType
ns=0;i=3156	CreateMonitoredItemsCount
ns=0;i=17390	InputArguments
ns=0;i=17391	OutputArguments
ns=0;i=30	Image
ns=0;i=37	HasModellingRule
ns=0;i=35	Organizes
ns=0;i=38	HasEncoding
ns=0;i=3140	ClientLastContactTime
ns=0;i=16077	ReaderGroupTransportDataType
ns=0;i=3142	CurrentMonitoredItemsCount
ns=0;i=3141	CurrentSubscriptionsCount
ns=0;i=3143	CurrentPublishRequestsInQueue
ns=0;i=16071	ConnectionTransportDataType
ns=0;i=3137	ActualSessionTimeout
ns=0;i=3136	LocaleIds
ns=0;i=3139	ClientConnectionTime
ns=0;i=3138	MaxResponseMessageSize
ns=0;i=16089	DataSetReaderMessageDataType
ns=0;i=3131	SessionId
ns=0;i=3130	SessionSecurityDiagnosticsArray
ns=0;i=3133	ClientDescription
ns=0;i=3132	SessionName
ns=0;i=3135	EndpointUrl
ns=0;i=3134	ServerUri
ns=0;i=16086	DataSetReaderTransportDataType
ns=0;i=16080	ReaderGroupMessageDataType
ns=0;i=16083	DataSetReaderDataType
ns=0;i=11	Double
ns=0;i=10	Float
ns=0;i=15	ByteString
ns=0;i=14	Guid
ns=0;i=13	DateTime
ns=0;i=12	String
ns=0;i=19	StatusCode
ns=0;i=18	ExpandedNodeId
ns=0;i=17	NodeId
ns=0;i=16	XmlElement
ns=0;i=16019	Default XML
ns=0;i=16016	Default XML
ns=0;i=16015	Default XML
ns=0;i=16018	Default XML
ns=0;i=16017	Default XML
ns=0;i=16012	Default XML
ns=0;i=16011	Default XML
ns=0;i=16014	Default XML
ns=0;i=20998	VersionTime
ns=0;i=16010	Default XML
ns=7;i=6591	EnumValues
ns=0;i=16027	DataTypeSchemaHeader
ns=7;i=6590	AlarmSuppression
ns=7;i=6595	EngineeringUnits
ns=0;i=16023	Default XML
ns=7;i=6594	LowerTolerance
ns=0;i=16022	Default XML
ns=7;i=6593	AutomaticMonitoring
ns=7;i=6592	ValueAsText
ns=0;i=16024	EndpointType
ns=7;i=6599	EURange
ns=7;i=6598	EngineeringUnits
ns=7;i=6597	LowerTolerance2
ns=0;i=16021	Default XML
ns=7;i=6596	EURange
ns=0;i=3190	LocalTime
ns=0;i=17369	RemoveConnection
ns=0;i=17368	OutputArguments
ns=0;i=16037	PublishedDataItemsDataType
ns=0;i=3184	TransportProtocol
ns=0;i=3183	Encoding
ns=0;i=16033	PublishedDataSetSourceDataType
ns=0;i=16036	Engineer
ns=0;i=17367	InputArguments
ns=0;i=3186	SecurityPolicyUri
ns=0;i=17366	AddConnection
ns=0;i=3185	SecurityMode
ns=0;i=16030	PublishedDataSetDataType
ns=0;i=3187	ClientCertificate
ns=0;i=3180	ClientUserIdOfSession
ns=0;i=3182	AuthenticationMechanism
ns=0;i=3181	ClientUserIdHistory
ns=0;i=3173	BrowseNextCount
ns=0;i=16044	InputArguments
ns=0;i=3172	BrowseCount
ns=0;i=3175	QueryFirstCount
ns=0;i=16047	DataSetWriterDataType
ns=0;i=3174	TranslateBrowsePathsToNodeIdsCount
ns=0;i=16041	AddIdentity
ns=0;i=3177	RegisterNodesCount
ns=0;i=17371	PublishedDataSets
ns=0;i=3176	QueryNextCount
ns=0;i=16040	PublishedEventsDataType
ns=0;i=16043	RemoveIdentity
ns=0;i=3179	SessionId
ns=0;i=16042	InputArguments
ns=0;i=3178	UnregisterNodesCount
ns=0;i=17370	InputArguments
ns=0;i=3171	DeleteReferencesCount
ns=0;i=3170	DeleteNodesCount
ns=0;i=17306	TransportProfileUri
ns=8;i=6040	EURange
ns=0;i=19968	PubSubDiagnosticsDataSetWriterType
ns=8;i=6041	UpperTolerance
ns=8;i=6042	EURange
ns=0;i=19966	OperationalDataSetReaders
ns=0;i=17302	MaxNetworkMessageSize
ns=0;i=19967	DiagnosticsLevel
ns=0;i=19964	ConfiguredDataSetReaders
ns=0;i=19965	DiagnosticsLevel
ns=0;i=19962	DiagnosticsLevel
ns=8;i=6047	EngineeringUnits
ns=8;i=6048	EngineeringUnits
ns=0;i=19960	Active
ns=8;i=6049	EngineeringUnits
ns=0;i=19961	Classification
ns=8;i=6043	UpperTolerance2
ns=8;i=6044	EURange
ns=8;i=6045	EngineeringUnits
ns=8;i=6046	EngineeringUnits
ns=0;i=17318	PublishingInterval
ns=8;i=6050	AlarmSuppression
ns=8;i=6051	EnumValues
ns=8;i=6052	ValueAsText
ns=0;i=17319	KeepAliveTime
ns=8;i=6053	AutomaticMonitoring
ns=0;i=17314	Status
ns=0;i=17315	State
ns=0;i=17310	<WriterGroupName>
ns=8;i=6058	MaxValue
ns=8;i=6059	EURange
ns=0;i=17311	SecurityMode
ns=8;i=6054	LowerTolerance
ns=8;i=6055	EURange
ns=4;i=16602	ParameterSet
ns=8;i=6056	LowerTolerance2
ns=8;i=6057	EURange
ns=0;i=17329	Status
ns=8;i=6061	EURange
ns=8;i=6062	MonitoringSensitivity
ns=8;i=6063	EnumValues
ns=8;i=6064	ValueAsText
ns=0;i=17325	<ReaderGroupName>
ns=0;i=17326	SecurityMode
ns=8;i=6060	MinValue
ns=0;i=17321	Priority
ns=8;i=6069	SetValue
ns=0;i=19982	Counters
ns=4;i=16639	Mass
ns=0;i=17322	LocaleIds
ns=4;i=16637	MotionProfile
ns=8;i=6065	SetRampDown
ns=4;i=16638	AdditionalLoad
ns=8;i=6066	EURange
ns=8;i=6067	SetRampUp
ns=4;i=15305	Axes
ns=8;i=6068	EURange
ns=4;i=16644	EngineeringUnits
ns=8;i=6072	EURange
ns=0;i=16009	Default XML
ns=8;i=6073	UpperTolerance2
ns=0;i=16008	Default XML
ns=8;i=6074	EURange
ns=8;i=6075	EngineeringUnits
ns=0;i=18666	Reset
ns=8;i=6070	EURange
ns=0;i=16007	Default XML
ns=8;i=6071	UpperTolerance
ns=0;i=16001	InputArguments
ns=0;i=16000	RemoveRole
ns=0;i=18665	StatisticalConditionClassType
ns=8;i=6076	AlarmSuppression
ns=8;i=6077	EnumValues
ns=0;i=17330	State
ns=8;i=6078	ValueAsText
ns=8;i=6079	AutomaticMonitoring
ns=0;i=3126	CumulatedSubscriptionCount
ns=0;i=3125	CurrentSubscriptionCount
ns=0;i=3128	RejectedRequestsCount
ns=0;i=3127	SecurityRejectedRequestsCount
ns=0;i=3129	SessionDiagnosticsArray
ns=8;i=6003	TemperatureMainLine
ns=8;i=6004	EURange
ns=0;i=3120	RejectedSessionCount
ns=8;i=6005	TemperatureReturnLine
ns=8;i=6006	EURange
ns=0;i=3122	SessionAbortCount
ns=0;i=3121	SessionTimeoutCount
ns=0;i=3124	PublishingIntervalCount
ns=8;i=6001	ActualValue
ns=8;i=6002	EURange
ns=8;i=6007	ActualValue
ns=8;i=6008	EURange
ns=8;i=6009	ActualValue
ns=0;i=19917	Counters
ns=0;i=3115	RedundancySupport
ns=0;i=3114	EnabledFlag
ns=0;i=3117	CurrentSessionCount
ns=0;i=3116	ServerViewCount
ns=9;i=5020	MaterialList
ns=0;i=3119	SecurityRejectedSessionCount
ns=0;i=3118	CumulatedSessionCount
ns=8;i=6014	EURange
ns=9;i=5025	JobGroups
ns=8;i=6015	ActualValue
ns=8;i=6016	EURange
ns=8;i=6017	ControlMode
ns=0;i=3111	SessionsDiagnosticsSummary
ns=8;i=6010	EURange
ns=9;i=5021	JobGroup_<Nr>
ns=0;i=3110	SubscriptionDiagnosticsArray
ns=8;i=6011	PressureMainLine
ns=9;i=5022	FluidEnergy
ns=0;i=3113	SessionSecurityDiagnosticsArray
ns=8;i=6012	EURange
ns=9;i=5023	PressureAir
ns=9;i=5024	http://opcfoundation.org/UA/PlasticsRubber/Extrusion/ExtrusionLine/
ns=0;i=3112	SessionDiagnosticsArray
ns=8;i=6013	PressureReturnLine
ns=8;i=6018	EnumValues
ns=8;i=6019	EngineeringUnits
ns=0;i=3104	PublishingIntervalCount
ns=0;i=19948	LiveValues
ns=0;i=19949	ReceivedNetworkMessages
ns=0;i=3106	CumulatedSubscriptionCount
ns=0;i=3105	CurrentSubscriptionCount
ns=8;i=6020	AlarmSuppression
ns=0;i=3108	RejectedRequestsCount
ns=0;i=3107	SecurityRejectedRequestsCount
ns=8;i=6025	EURange
ns=9;i=5014	ProductionDatasetInPreparationStatus
ns=8;i=6026	LowerTolerance2
ns=9;i=5015	ProductionDatasetLists
ns=8;i=6027	EURange
ns=9;i=5016	FluidEnergy
ns=8;i=6028	MaxValue
ns=9;i=5017	ElectricalEnergy
ns=0;i=3100	RejectedSessionCount
ns=8;i=6021	EnumValues
ns=9;i=5010	Job_<Nr>
ns=8;i=6022	ValueAsText
ns=9;i=5011	ProductionDatasetManagement
ns=0;i=3102	SessionAbortCount
ns=8;i=6023	AutomaticMonitoring
ns=9;i=5012	ActiveProductionDatasetStatus
ns=0;i=3101	SessionTimeoutCount
ns=8;i=6024	LowerTolerance
ns=9;i=5013	ProductionDatasetTransfer
ns=4;i=16601	AxisType
ns=8;i=6029	EURange
ns=9;i=5018	PressureAir
ns=9;i=5019	ElectricalEnergy
ns=0;i=19959	DecryptionErrors
ns=0;i=19957	DiagnosticsLevel
ns=8;i=6030	MinValue
ns=8;i=6031	EURange
ns=0;i=19955	Active
ns=0;i=19956	Classification
ns=0;i=19954	ReceivedInvalidNetworkMessages
ns=0;i=19951	Classification
ns=8;i=6036	EURange
ns=9;i=5003	MachineMESConfiguration
ns=0;i=19952	DiagnosticsLevel
ns=8;i=6037	SetRampUp
ns=9;i=5004	MESMessage
ns=8;i=6038	EURange
ns=9;i=5005	Users
ns=0;i=19950	Active
ns=8;i=6039	SetValue
ns=9;i=5006	ProductionParameters
ns=8;i=6032	MonitoringSensitivity
ns=8;i=6033	EnumValues
ns=8;i=6034	ValueAsText
ns=9;i=5001	MachineInformation
ns=8;i=6035	SetRampDown
ns=9;i=5002	MachineConfiguration
ns=9;i=5007	Default Binary
ns=9;i=5008	Default XML
ns=9;i=5009	Default JSON
ns=0;i=11280	UpdateEventCapability
ns=0;i=11283	UpdateEventCapability
ns=0;i=11281	InsertEventCapability
ns=0;i=11282	ReplaceEventCapability
ns=7;i=6603	MinValue
ns=7;i=6602	EURange
ns=7;i=6601	EngineeringUnits
ns=7;i=6600	MaxValue
ns=7;i=6607	EnumValues
ns=7;i=6606	MonitoringSensitivity
ns=7;i=6605	EURange
ns=7;i=6604	EngineeringUnits
ns=7;i=6609	SetRampDown
ns=7;i=6608	ValueAsText
ns=6;i=5001	Identification
ns=6;i=5003	ParameterSet
ns=6;i=5002	MethodSet
ns=0;i=11293	PerformUpdateType
ns=6;i=5005	IOLinkMasterSet
ns=6;i=5004	General
ns=6;i=6338	IOLinkEventCode
ns=6;i=5007	ParameterSet
ns=6;i=5006	Alarms
ns=6;i=5009	Maintenance
ns=6;i=5008	Specialist
ns=7;i=6621	UpperTolerance2
ns=7;i=6620	EURange
ns=7;i=6625	EnumValues
ns=7;i=6624	AlarmSuppression
ns=7;i=6623	EURange
ns=7;i=6622	EngineeringUnits
ns=7;i=6629	EngineeringUnits
ns=7;i=6628	LowerTolerance
ns=7;i=6627	AutomaticMonitoring
ns=7;i=6626	ValueAsText
ns=7;i=6610	EngineeringUnits
ns=7;i=6614	EURange
ns=7;i=6613	EngineeringUnits
ns=7;i=6612	SetRampUp
ns=7;i=6611	EURange
ns=7;i=6618	UpperTolerance
ns=7;i=6617	EURange
ns=7;i=6616	EngineeringUnits
ns=7;i=6615	SetValue
ns=7;i=6619	EngineeringUnits
ns=8;i=6083	ControlMode
ns=8;i=6084	ValueAsText
ns=8;i=6085	LowerTolerance2
ns=0;i=11241	EnumValues
ns=0;i=11242	AccessHistoryEventsCapability
ns=8;i=6086	EURange
ns=8;i=6080	LowerTolerance
ns=8;i=6081	EURange
ns=8;i=6082	NodeVersion
ns=4;i=15209	StaticStringNodeIdPattern
ns=8;i=6087	MaxValue
ns=4;i=15208	PowerTrains
ns=8;i=6088	EURange
ns=8;i=6089	PressureMainLine
ns=4;i=17876	ExecutionMode
ns=4;i=17875	TaskProgramLoaded
ns=4;i=17874	TaskProgramName
ns=4;i=17873	ComponentName
ns=0;i=11238	MultiStateValueDiscreteType
ns=8;i=6094	EURange
ns=0;i=12585	MulticastDnsEnabled
ns=8;i=6095	MonitoringSensitivity
ns=0;i=12584	MaxTrustListSize
ns=8;i=6096	EnumValues
ns=0;i=12583	SupportedPrivateKeyFormats
ns=8;i=6097	TemperatureMainLine
ns=8;i=6090	EURange
ns=8;i=6091	PressureReturnLine
ns=8;i=6092	EURange
ns=8;i=6093	MinValue
ns=8;i=6098	EURange
ns=0;i=12581	ServerConfigurationType
ns=8;i=6099	TemperatureReturnLine
ns=1;g=40ed6451-d2f0-c749-e299-5e3835da1f4c	urn:Laplace:UnifiedAutomation:UaExpert@Laplace
ns=4;i=15200	Deprecated
ns=0;i=11269	MaxReturnEventValues
ns=0;i=11268	MaxReturnDataValues
ns=0;i=8073	EventFilter
ns=4;i=16566	AdditionalComponents
ns=0;i=8076	AggregateConfiguration
ns=0;i=11274	MaxReturnEventValues
ns=0;i=11275	InsertAnnotationCapability
ns=0;i=11278	InsertEventCapability
ns=0;i=11279	ReplaceEventCapability
ns=0;i=8067	MonitoringFilter
ns=0;i=9398	ActiveState
ns=0;i=11273	MaxReturnDataValues
ns=0;i=9399	Id
ns=0;i=11270	InsertAnnotationCapability
ns=0;i=13862	OutputArguments
ns=0;i=11200	DeleteAtTimeCapability
ns=0;i=13861	InputArguments
ns=0;i=13860	Read
ns=0;i=13866	InputArguments
ns=0;i=13865	GetPosition
ns=0;i=11201	AggregateFunctions
ns=0;i=13864	InputArguments
ns=0;i=13863	Write
ns=7;i=6683	EngineeringUnits
ns=7;i=6682	PowerConsumption
ns=7;i=6681	EngineeringUnits
ns=7;i=6680	ActualSpecificEnergy
ns=7;i=6687	AutomaticControllerMode
ns=7;i=6686	AutoTuningActive
ns=7;i=6685	StartBlockedByClient
ns=7;i=6684	StartBlockedByClient
ns=7;i=6689	EngineeringUnits
ns=7;i=6688	PIDParameters
ns=0;i=13859	InputArguments
ns=0;i=13858	Close
ns=0;i=13857	OutputArguments
ns=0;i=13856	InputArguments
ns=0;i=13873	OutputArguments
ns=0;i=12542	LastUpdateTime
ns=0;i=13872	InputArguments
ns=0;i=13871	OpenWithMasks
